,season,home_xGoals,home_shots,home_deep,home_ppda,home_fouls,home_total_xAssists,home_total_key_passes,home_total_xGoalsChain,away_xGoals,away_shots,away_deep,away_ppda,away_fouls,away_total_xAssists,away_total_key_passes,away_total_xGoalsChain,away_total_yellow_cards,home_redCards_binary,away_redCards_binary,home_yellowCards_cat,away_yellowCards_cat,home_shotsOnTarget_cat,away_shotsOnTarget_cat,home_corners_cat,away_corners_cat,home_total_blocked_shots_cat,away_total_blocked_shots_cat,home_total_saved_shots_cat,away_total_saved_shots_cat,time_category,away_rolling_xchain,home_discipline_score_avg,away_discipline_score_avg,gameresult,split
4666,2014,1.71642,15.0,9.0,13.1176,10.0,1.5947068631649004,13.0,8.379695773124698,0.261915,4.0,1.0,18.6957,14.0,0.26191546767950047,4.0,0.5934676080942157,4,False,False,1.0,4.0,8.0,5.0,6.0,8.0,3.0,1.0,3.0,2.0,0.0,3.599336226657033,-14.187497044271447,-16.437496575521546,2,0.0
7067,2017,2.95324,21.0,9.0,8.0313,8.0,1.8833583472296607,13.0,4.533094767481088,1.15359,7.0,1.0,16.5714,13.0,1.1535913106054063,7.0,4.764965541660791,1,False,False,0.0,1.0,7.0,5.0,7.0,5.0,9.0,1.0,3.0,1.0,1.0,6.657889314740896,-16.232957849383236,-16.96907041555975,0,0.0
9181,2019,1.4381606323040954,13.48485575001998,13.0,11.3333,5.0,0.9985788151419758,21.0,27.60096290707588,0.344718,5.0,1.0,35.8333,9.0,0.30516920611262277,4.0,0.9539202563464644,2,False,False,2.0,2.0,3.0,6.0,8.0,7.0,4.0,1.0,3.0,4.0,0.0,6.308249717950822,-14.933328355557215,-17.49999453125171,2,0.0
6749,2017,0.486786,11.0,8.0,7.3235,16.0,0.2203630832955239,5.0,0.5221001729369159,0.364594,6.0,4.0,19.0,12.0,0.3505616486072536,6.0,0.78910631686449,3,False,False,2.0,3.0,5.0,1.0,8.0,8.0,5.0,4.0,3.0,0.0,0.0,3.0542639974504717,-18.4130394754262,-20.152169532137055,0,0.0
10204,2019,3.61599,12.0,12.0,4.0588,17.0,2.3041391223669048,8.0,10.370289862155905,0.305387,5.0,3.0,52.7778,8.0,0.305386681109667,5.0,1.5372981503605838,0,False,False,2.0,0.0,7.0,0.0,5.0,9.0,2.0,1.0,2.0,0.0,1.0,2.297501720301807,-23.144275444354175,-26.166659398150166,2,0.0
9720,2019,2.28348,8.0,5.0,8.6667,15.0,1.1054020188748837,6.0,3.9882544577121775,0.959112,14.0,11.0,4.375,16.0,0.8376891650259493,12.0,3.2080746442079553,1,False,False,2.0,2.0,5.0,8.0,5.0,10.0,4.0,3.0,2.0,5.0,2.0,2.167704746313395,-19.07082754955438,-22.017541928285794,1,0.0
2500,2016,1.78268,13.0,2.0,15.0,8.0,1.7619516495615242,11.0,4.704137485474348,1.07221,8.0,1.0,10.0588,8.0,0.43724573403596856,5.0,4.061617106199267,0,False,False,0.0,0.0,6.0,6.0,0.0,3.0,4.0,2.0,1.0,3.0,1.0,0.0,-21.865618354522947,-25.33324888917037,2,0.0
7178,2017,1.2482,19.0,3.0,16.381,14.0,1.026831082999707,14.0,2.2621271023526783,0.662397,10.0,2.0,6.3913,14.0,0.2327688764780761,7.0,0.6021672748029229,2,False,False,1.0,2.0,6.0,5.0,2.0,8.0,6.0,2.0,4.0,2.0,1.0,2.106120325624943,-17.271737253072036,-17.7608676346883,0,0.0
8912,2018,0.989003,13.0,6.0,12.6154,13.0,0.8091474846005446,9.0,3.4039950780570503,1.25386,6.0,0.0,19.625,9.0,0.40213553886860587,3.0,1.0399914123117922,2,False,True,2.0,2.0,7.0,4.0,2.0,5.0,2.0,2.0,4.0,1.0,1.0,0.919167816452682,-25.777749135834295,-24.333306296326338,1,0.0
8650,2018,0.708083,7.0,6.0,5.8182,16.0,0.6502738296985631,6.0,1.4502116590738288,2.89494,14.0,4.0,8.8077,16.0,1.6791570391505952,10.0,8.381603650748733,2,False,False,4.0,2.0,4.0,7.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,2.40920478142798,-20.92054212521075,-22.029408525086982,0,0.0
7935,2018,1.75105,13.0,1.0,6.4118,21.0,0.802990959957242,9.0,1.4039831385016441,1.74101,13.0,8.0,3.2258,20.0,0.839604467153549,4.0,4.337996944785118,3,False,False,3.0,3.0,7.0,5.0,9.0,9.0,2.0,6.0,3.0,2.0,0.0,2.6428520504385236,-21.397791953715576,-21.597823739366984,2,0.0
8625,2018,1.59427,15.0,6.0,11.0,9.0,1.39117711223662,14.0,3.497584559023381,0.501519,6.0,6.0,8.0,10.0,0.4496785923838621,5.0,1.7936765104532228,2,False,False,4.0,2.0,1.0,4.0,10.0,7.0,5.0,1.0,0.0,2.0,0.0,2.9655891737900664,-21.71994284582407,-26.454540644628974,1,0.0
1274,2016,0.782075,13.0,9.0,3.8,20.0,0.588232096284628,11.0,0.8602609266527002,0.352096,9.0,1.0,6.2692,19.0,0.2881291210651397,7.0,0.5495788268744946,1,False,False,0.0,1.0,5.0,7.0,9.0,7.0,4.0,1.0,3.0,3.0,1.0,2.0480140678584573,-26.0088130614261,-27.454532975212285,0,0.0
3764,2014,1.39318,14.0,18.0,5.0323,11.0,1.2405649982392783,10.0,3.547858867794275,0.839996,8.0,9.0,5.5926,12.0,0.40497006475925423,7.0,1.688850369304418,1,False,False,2.0,1.0,1.0,5.0,1.0,6.0,5.0,3.0,0.0,1.0,0.0,4.200315499491991,-15.242316721136296,-15.729409914187068,0,0.0
278,2015,1.88378,26.0,6.0,5.2,9.0,1.5855555105954404,19.0,5.237377375364303,0.543157,10.0,6.0,7.0968,10.0,0.4370351880788799,7.0,1.1756617333739998,2,False,True,2.0,2.0,3.0,6.0,12.0,5.0,8.0,4.0,8.0,2.0,0.0,1.2454715384170414,-23.04165094750576,-24.883715143322057,1,0.0
12464,2020,2.02607,11.0,8.0,13.1818,13.0,1.2690586000680926,10.0,4.768659725785255,1.17648,10.0,3.0,9.2258,13.0,0.3538426607847208,7.0,2.021363489329815,2,False,False,0.0,2.0,6.0,5.0,6.0,9.0,1.0,4.0,2.0,2.0,1.0,2.3771118459291753,-17.23808702948237,-20.772717830582806,2,0.0
7149,2017,0.476107,12.0,3.0,8.7727,12.0,0.3121929354965682,9.0,1.1648978758603332,1.38281,14.0,3.0,13.5417,17.0,0.880129396915436,11.0,1.933026297017933,1,False,False,2.0,1.0,6.0,5.0,6.0,11.0,5.0,6.0,2.0,2.0,1.0,4.5475307377055305,-18.54874543982559,-17.99999617021358,2,0.0
9803,2019,0.820376,9.0,5.0,3.85,18.0,0.716866843402386,7.0,1.9758249595761292,0.816384,8.0,3.0,6.1765,15.0,0.6957235708832743,4.0,0.587504953145982,0,False,False,3.0,0.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,3.1937636028975236,-19.81651194343927,-20.91304165973551,1,0.0
8686,2018,1.4381606323040954,22.0,10.0,11.75,9.0,0.9985788151419758,17.0,17.473153531551347,0.478204,4.0,3.0,33.1818,12.0,0.45883049070835197,3.0,2.2188240885734567,2,False,False,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,5.0,1.0,0.0,1.0466485789045687,-23.544613580289713,-27.382972897239807,2,0.0
9100,2018,2.02633,14.0,4.0,12.3235,12.597073719752391,1.0341562721878286,11.0,5.805953204631806,1.21061,9.0,8.0,8.2308,18.0,1.1863206718117003,8.0,3.061058357357979,0,False,True,0.0,0.0,6.0,6.0,5.0,6.0,3.0,0.0,3.0,2.0,0.0,1.5397189218550924,-24.9999821428699,-26.285695510217494,0,0.0
7915,2018,1.50789,7.0,8.0,25.3889,11.0,1.507891956716776,8.0,6.330589246004817,0.623544,8.0,8.0,8.2381,10.0,0.6235438697040079,8.0,2.38126145862043,3,False,False,1.0,3.0,7.0,4.0,6.0,6.0,1.0,2.0,2.0,2.0,0.0,4.034974882192907,-21.357956807900706,-23.042014870418917,2,0.0
2946,2016,0.957971,13.0,5.0,18.52,11.0,0.373212864622474,7.0,1.5451821070164447,1.27403,17.0,8.0,7.125,13.0,1.1519952267408373,15.0,4.4257552158087465,0,False,False,1.0,0.0,5.0,8.0,9.0,8.0,6.0,5.0,2.0,4.0,0.0,3.9107515603303904,-13.3488341049223,-17.813949345593173,0,0.0
12394,2020,1.66648,11.0,5.0,7.0526,12.0,1.5810595192015175,8.0,5.673818437382577,2.03947,15.0,6.0,15.125,15.0,1.135479744523764,12.0,2.9155951701104628,5,False,False,2.0,5.0,6.0,10.0,9.0,5.0,3.0,5.0,3.0,3.0,0.0,1.9789227252826098,-16.363628925623217,-18.56520931947421,0,0.0
8452,2018,0.462033,7.0,5.0,9.25,11.0,0.3735654465854174,5.0,1.4407035559415826,0.842511,9.0,2.0,16.3182,5.0,0.5191333116963506,7.0,2.185190319083631,0,False,False,0.0,0.0,0.0,5.0,7.0,1.0,4.0,2.0,0.0,3.0,1.0,2.597051423415543,-24.64733800689661,-27.4666640507939,1,0.0
1018,2015,0.990091,7.0,4.0,8.9688,18.0,0.0876690614968537,3.0,0.3209980148822067,3.50891,16.0,8.0,16.4375,14.0,1.9476227276027214,11.0,11.434507615864264,3,False,False,4.0,3.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-13.999953333488888,-16.666611111296294,0,0.0
12191,2020,1.4381606323040954,27.0,5.0,10.1,18.0,0.9985788151419758,21.0,9.096039101481441,0.654355,15.0,4.0,18.1667,9.0,0.6543546533212065,15.0,2.7906457660719757,1,False,False,3.0,1.0,10.0,4.0,10.0,6.0,6.0,2.0,5.0,2.0,1.0,1.910233299434185,-20.381723330379366,-19.676464801039764,2,0.0
12385,2020,0.911301,12.0,6.0,9.0,13.0,0.7910864055156706,9.0,2.0412579420953985,1.42258,8.0,4.0,17.0625,13.0,0.6927121467888349,6.0,1.8086656890809525,2,False,False,0.0,2.0,6.0,4.0,8.0,6.0,2.0,1.0,3.0,1.0,0.0,3.1374752894043936,-17.71749377881252,-20.24242219773513,2,0.0
11538,2020,2.62128,12.0,5.0,9.8125,10.0,1.476356744766236,8.0,2.4388827979564667,1.07628,12.0,5.0,7.5357,11.0,0.894978106021881,9.0,3.290639609098437,0,False,False,0.0,0.0,6.0,5.0,5.0,1.0,3.0,4.0,3.0,2.0,0.0,1.5555757237598298,-21.486937893117393,-25.058808788936005,2,0.0
10348,2019,1.29978,18.0,5.0,12.4,15.0,1.205056764185429,15.0,1.973697777837516,1.27691,18.0,4.0,6.0313,20.0,1.0370308998972184,12.0,2.9272845853120097,3,False,False,3.0,3.0,4.0,8.0,4.0,9.0,5.0,6.0,1.0,4.0,1.0,1.5413097653537986,-17.161068084848214,-17.756754357195355,1,0.0
12254,2020,1.38823,6.0,3.0,12.7407,21.0,1.370646610856056,5.0,1.9885602593421938,1.2091,17.0,11.0,4.96,18.0,0.6436105370521547,13.0,2.365341781638563,1,False,False,2.0,1.0,6.0,8.0,6.0,6.0,1.0,1.0,2.0,4.0,2.0,3.5999999968335046,-22.333127017604053,-20.874997100694845,1,0.0
4638,2014,1.20017,17.0,7.0,4.1429,10.0,0.9978529158979655,11.0,3.810466485098003,1.42953,10.0,4.0,7.3333,19.0,1.4048224017024045,8.0,2.912329315207898,4,False,False,2.0,4.0,5.0,7.0,11.0,7.0,5.0,2.0,3.0,4.0,0.0,4.554158824682235,-14.799970400059202,-16.199967600064802,0,0.0
7795,2018,1.54705,14.0,9.0,15.0,6.0,1.4469805918633944,11.0,2.616341046988963,3.75447,11.029794712037702,11.0,6.8889,11.0,2.7722828015685073,8.173527295979538,13.070851594209671,2,False,False,2.0,2.0,7.0,11.0,7.0,4.0,3.0,9.0,3.0,8.0,0.0,3.5907952675595878,-20.69443362073883,-21.932429468590612,2,0.0
5260,2014,0.934172,14.0,6.0,6.1795,16.0,0.8605546308681372,13.0,1.3600335735827682,0.73411,9.0,2.0,15.6875,15.0,0.6633913107216357,7.0,2.137495961040258,1,False,False,1.0,1.0,6.0,7.0,4.0,5.0,7.0,0.0,3.0,7.0,1.0,2.9149049211293465,-16.555549423870584,-18.185178449933908,1,0.0
8799,2018,0.613569,16.0,2.0,20.1765,14.0,0.4590710401535034,13.0,1.1112851481884707,0.419431,7.0,5.0,6.625,14.0,0.4194307113066317,7.0,1.5097364792600265,2,False,False,1.0,2.0,6.0,0.0,7.0,7.0,4.0,1.0,4.0,0.0,1.0,2.8838272854685782,-20.76239363620601,-22.687497974330537,1,0.0
4382,2014,1.0464,18.0,11.0,4.8,13.0,0.9075519368052481,15.0,5.440521504729986,0.159402,5.0,1.0,20.125,12.0,0.0908500449731946,3.0,0.22283474914729598,2,False,False,2.0,2.0,4.0,0.0,3.0,6.0,4.0,1.0,2.0,0.0,1.0,4.23883767351508,-13.199995600001467,-15.96666134444622,1,0.0
11423,2020,0.167609,5.0,2.0,19.7647,14.0,0.0497382245957851,2.0,0.2475212793797254,1.69981,16.0,11.0,7.0,9.0,1.699809681624173,16.0,3.967196051031351,3,False,False,4.0,3.0,1.0,6.0,1.0,2.0,2.0,5.0,2.0,3.0,0.0,1.6965612214058645,-20.321421313778103,-24.31033644471157,0,0.0
5658,2017,2.31898,19.0,9.0,6.5625,9.0,0.7895544059574605,13.0,2.705515716224909,1.90622,11.0,3.0,12.1667,12.0,1.7551430407911532,5.0,8.093366265296932,1,False,False,1.0,1.0,8.0,6.0,9.0,6.0,8.0,2.0,4.0,1.0,0.0,2.421316724270582,-24.978075374046853,-23.71874629394589,0,0.0
7240,2017,2.9457,16.0,9.0,26.1818,5.0,2.058166075497865,13.0,4.3230606280267185,1.19571,8.0,4.0,12.45,16.0,1.151186930015685,7.0,3.533758543431758,2,False,True,1.0,4.0,7.0,4.0,3.0,6.0,2.0,1.0,4.0,2.0,1.0,4.384902542829515,-23.24837096926995,-24.60193935903501,1,0.0
2846,2016,0.809101,16.0,10.0,7.0526,14.0,0.6542103523388509,13.0,1.4942166712135077,0.570664,6.0,2.0,8.0435,9.0,0.5015246570110321,4.0,1.110218420624733,2,False,False,2.0,2.0,6.0,1.0,8.0,9.0,5.0,1.0,4.0,0.0,0.0,2.5174470942467466,-20.099926176100524,-22.036582678465525,0,0.0
12506,2020,1.4381606323040954,25.0,6.142375331245483,4.0714,16.0,0.9985788151419758,14.0,12.196890257298936,0.15807,5.0,1.0,37.375,12.0,0.1063080411404371,3.0,0.0330845825374126,1,False,True,2.0,1.0,10.0,1.0,10.0,1.0,7.0,0.0,4.0,1.0,1.0,2.787367502972482,-17.709671706557515,-16.531244833985987,2,0.0
9824,2019,1.49293,14.0,3.0,7.4615,8.0,0.8702594703063372,10.0,5.610993117094042,1.68478,13.0,5.0,8.1538,13.0,1.4983362201601262,9.0,6.237344034016131,0,False,False,1.0,0.0,7.0,8.0,11.0,8.0,3.0,2.0,4.0,4.0,1.0,0.0,-22.399774980143043,-11.999880001199987,0,0.0
3671,2014,3.59558,18.0,6.0,10.5357,19.0,0.9985788151419758,13.0,10.459642514586449,1.18593,9.0,3.0,18.875,7.0,1.078442929312587,6.0,8.007483964785928,1,False,False,1.0,1.0,3.0,6.0,9.0,6.0,3.0,1.0,5.0,3.0,2.0,2.8196064192801726,-15.153840325446028,-18.692300502961345,2,0.0
10190,2019,1.96616,12.0,8.0,6.9333,13.0,1.9304933771491046,11.0,8.923130542039868,1.48749,17.0,7.0,18.95,3.0,1.204063398763538,9.0,3.7264859145507216,1,False,False,0.0,1.0,6.0,7.0,9.0,5.0,3.0,3.0,1.0,3.0,2.0,0.0,-21.65624323242399,0.0,2,0.0
10241,2019,1.4409,13.0,2.0,16.5,3.0,0.5133870281279084,11.0,3.058125540614124,0.663848,7.0,3.0,14.4583,16.0,0.6009508296847341,4.0,2.3334215134382252,2,False,False,1.0,2.0,6.0,5.0,7.0,7.0,2.0,2.0,2.0,2.0,0.0,2.465909154340626,-18.230580524632114,-21.030610098917336,2,0.0
7664,2018,1.99866,17.0,4.0,18.5,12.597073719752391,0.8800562787801028,11.0,3.8334949035197456,0.443686,11.0,11.0,8.9355,11.0,0.363818258047104,9.0,0.9744271505624046,1,False,False,1.0,1.0,8.0,1.0,5.0,10.0,5.0,6.0,3.0,1.0,0.0,0.8957706642337143,-23.72984182106671,-22.699988650005675,2,0.0
5559,2017,1.26744,5.0,5.0,20.9474,10.0,0.7701192982494833,3.0,2.0708597227931027,0.807135,9.0,6.0,3.7619,12.0,0.6283385697752237,5.0,3.611549034714698,2,False,False,4.0,2.0,5.0,5.0,7.0,10.0,2.0,3.0,1.0,2.0,0.0,3.1885582935065035,-21.94988765074557,-23.39284878826829,2,0.0
6009,2017,1.30143,17.0,7.0,8.1,14.0,0.8504681177437308,9.0,3.265848521143198,1.37392,13.0,13.0,8.3333,20.0,1.3487852010875943,12.0,4.362574763596058,2,False,False,3.0,2.0,6.0,9.0,10.0,8.0,2.0,4.0,3.0,5.0,1.0,2.715520989336074,-17.24824024410747,-19.563216142159064,0,0.0
11906,2020,1.14857,10.0,3.0,24.0,6.0,0.933934941887855,7.0,4.077301101759076,2.30606,11.029794712037702,11.0,8.0417,10.0,1.0107803829014308,8.173527295979538,3.248171269893647,0,False,False,0.0,0.0,5.0,9.0,1.0,2.0,1.0,6.0,0.0,6.0,1.0,4.401764689013362,-15.57313305693914,-17.866660711113095,2,0.0
6343,2017,1.19462,14.0,6.0,5.7143,18.0,1.147780637256801,12.0,4.0059657879173765,0.594488,10.0,4.0,10.68,12.0,0.5944876549765462,10.0,2.232288520783185,5,False,False,2.0,4.0,5.0,4.0,9.0,7.0,2.0,6.0,1.0,3.0,0.0,9.84245423879474,-14.640355070348093,-16.144229216901035,2,0.0
10773,2019,1.76945,22.0,8.0,11.04,11.0,1.6309980321675532,19.0,7.344646565616132,1.45566,18.0,8.0,9.2593,8.0,0.5378127787262205,12.0,2.4565230682492265,2,False,False,4.0,2.0,9.0,8.0,8.0,11.0,6.0,4.0,4.0,5.0,0.0,3.8873048361390836,-19.47481102160608,-23.236835990306318,2,0.0
4759,2014,0.477035,11.0,2.0,10.3333,12.0,0.4131016060709959,9.0,1.232794657349587,1.18641,8.0,4.0,12.24,9.0,1.1214983463287354,7.0,2.1559739112854,1,False,False,2.0,1.0,4.0,6.0,6.0,8.0,3.0,2.0,2.0,3.0,0.0,2.5252352755516774,-16.119646823961347,-16.35245767602806,0,0.0
10997,2020,1.33579,15.0,8.0,8.0,12.0,0.7184409871697424,13.0,3.7344746403396143,1.03738,6.0,3.0,10.55,17.0,1.0008588656783108,5.0,4.9967448487877855,2,False,False,2.0,2.0,5.0,6.0,7.0,5.0,2.0,2.0,1.0,1.0,0.0,1.7771096361801024,-18.493892254254998,-21.242854108163698,1,0.0
4973,2014,0.95333,14.0,9.0,5.6296,12.0,0.7407043995335704,9.0,1.6411099955439579,0.339474,6.0,2.0,10.1071,15.0,0.242053471505642,4.0,0.2050500214099881,3,False,False,2.0,3.0,6.0,5.0,3.0,7.0,9.0,1.0,3.0,1.0,0.0,1.3647419983521105,-14.836063141628992,-18.163931448535827,0,0.0
2063,2015,1.39127,14.0,9.0,9.9545,13.0,1.2231480525806555,10.0,3.5905567742884155,0.357798,4.0,1.0,9.6538,15.0,0.031360968016088,2.0,0.48624243400990946,1,False,False,1.0,1.0,6.0,1.0,11.0,6.0,3.0,2.0,4.0,1.0,0.0,3.36254780702293,-21.320540330742908,-20.69841105568166,1,0.0
7242,2017,0.783084,19.0,2.0,7.3929,15.0,0.5132901482284067,13.0,1.9130098801106217,0.860692,8.0,7.0,6.04,15.0,0.3164919298142198,5.0,1.4609876964241273,1,False,False,2.0,1.0,7.0,5.0,2.0,6.0,7.0,2.0,5.0,2.0,1.0,2.3509735519066455,-22.454125719203546,-23.767440018027905,0,0.0
8939,2018,0.562421,10.0,7.0,10.0294,10.0,0.3579565528780223,7.0,1.3431299906224001,0.565001,4.0,3.0,10.9048,12.0,0.508409768342971,2.0,3.002671986818311,1,False,False,0.0,1.0,4.0,4.0,12.0,7.0,6.0,0.0,2.0,1.0,1.0,5.390970404446125,-17.26190339191243,-18.96031595553048,0,0.0
2368,2016,1.05931,10.0,6.0,5.3667,19.0,1.0181362777948373,9.0,3.867901261895896,1.73341,10.0,6.0,6.6429,21.0,0.5565798087045545,5.0,2.2312394483014937,4,False,True,3.0,4.0,6.0,5.0,8.0,6.0,0.0,2.0,1.0,1.0,1.0,2.922073093242944,-20.663493958400583,-26.272715330583942,2,0.0
10704,2019,1.59147,13.0,4.0,8.2593,11.0,1.5488441661000254,11.0,2.9562439844012265,0.298212,8.0,3.0,13.9524,15.0,0.167927443981171,4.0,0.8229990843683483,4,False,False,1.0,5.0,8.0,1.0,8.0,5.0,2.0,3.0,4.0,0.0,1.0,2.5183119807392367,-18.278336364005252,-20.115382036489482,2,0.0
7955,2018,2.33732,13.0,11.0,11.7273,16.0,1.472201814875007,9.0,5.527046442031861,1.33238,14.0,6.0,9.16,15.0,0.5577911492437125,10.0,2.624588510021566,2,False,False,4.0,2.0,7.0,5.0,5.0,5.0,3.0,2.0,3.0,2.0,0.0,3.550036451965572,-20.891889068663637,-24.351348060628638,2,0.0
52,2015,0.876719,13.0,5.0,6.12,10.0,0.5633507156744598,7.0,2.8329981490969667,0.632761,11.0,2.0,8.4138,11.0,0.6350823119282719,11.0,1.4578099027276041,3,False,False,2.0,3.0,5.0,8.0,5.0,10.0,5.0,3.0,3.0,5.0,1.0,4.7948449628427605,-17.106664385778082,-18.839997488000336,0,0.0
2672,2016,0.72975,13.0,5.0,6.92,15.0,0.5280859516933565,9.0,0.9088468179106719,0.750127,10.0,3.0,13.5,15.0,0.6020252406597135,7.0,0.942802354693413,3,False,False,3.0,3.0,7.0,7.0,11.0,6.0,2.0,2.0,5.0,4.0,1.0,0.0,-17.499912500437496,-31.999840000799995,0,0.0
11308,2020,0.351673,12.0,0.0,8.0588,8.0,0.2388253714889288,8.0,0.48583653289824735,2.24049,14.0,3.0,11.5417,9.0,2.1188615337014207,11.0,6.089146088808776,2,False,False,1.0,2.0,4.0,9.0,11.0,8.0,6.0,1.0,3.0,3.0,2.0,1.7767521766945726,-20.305180807051165,-17.815784785319792,0,0.0
3199,2016,1.18729,12.0,9.0,11.6071,9.0,1.0122691541910178,10.0,5.9437924474477795,1.16684,11.0,8.0,7.8571,11.0,0.502989961765706,9.0,1.9943960802629586,0,False,False,2.0,0.0,8.0,8.0,9.0,7.0,1.0,2.0,5.0,5.0,1.0,3.152008231915536,-20.666643703729218,-23.444418395090672,1,0.0
1136,2015,0.433505,16.0,8.0,14.2105,12.0,0.3203422427177429,14.0,0.5547086559236057,1.17413,11.0,2.0,6.9118,15.0,0.7170493714511396,8.0,3.5918017178773884,2,False,False,2.0,2.0,8.0,8.0,8.0,5.0,5.0,1.0,6.0,5.0,1.0,1.6793779192492366,-21.526534217929637,-21.3777754024694,0,0.0
1211,2015,0.479435,8.0,3.0,6.6727,19.0,0.42498034238815297,6.0,0.8641754947602758,3.53521,15.0,4.824997960349188,11.8636,10.0,2.467571247369049,12.0,12.523949921131122,1,False,False,0.0,1.0,1.0,11.0,6.0,7.0,4.0,4.0,1.0,6.0,0.0,3.0522379871457805,-25.449987275006364,-25.5999872000064,0,0.0
2205,2016,0.853017,13.0,4.0,9.7368,8.0,0.7892432315275077,11.0,2.372083073481918,1.31386,10.0,6.0,10.0625,19.0,0.4706451576203103,8.0,1.7250515520572653,4,False,False,1.0,4.0,5.0,6.0,11.0,6.0,4.0,3.0,3.0,1.0,0.0,6.908228187635544,-19.621673382856205,-21.673910687618402,0,0.0
2939,2016,1.65089,14.0,4.0,10.9167,12.0,1.124656898900866,8.0,5.38440846092999,0.557015,8.0,3.0,15.6,12.0,0.5186152784153814,6.0,0.3815564159303903,1,False,False,1.0,1.0,9.0,5.0,11.0,6.0,3.0,1.0,3.0,2.0,1.0,5.128147891163826,-13.611103549386918,-18.38887867284518,2,0.0
4624,2014,2.60596,14.0,6.0,4.0,12.597073719752391,1.79037259053439,10.0,8.441374763846403,1.14769,12.0,2.0,10.3571,20.0,0.3443988570943473,7.0,0.8017583247274159,3,False,True,4.0,3.0,7.0,9.0,9.0,8.0,2.0,2.0,4.0,7.0,0.0,2.66151249203831,-15.439993824002471,-18.23999270400292,2,0.0
3048,2016,3.08964,22.0,15.0,6.0714,15.0,0.9985788151419758,18.0,7.23271355032921,0.340017,9.0,0.0,14.65,11.0,0.1779563222080469,5.0,0.795316971838474,2,False,True,3.0,2.0,7.0,4.0,4.0,1.0,7.0,1.0,4.0,1.0,1.0,3.2893783021718264,-20.767757590477157,-23.639990544003783,1,0.0
3309,2016,1.2723,13.0,8.0,5.7,12.0,1.00975030567497,9.0,4.003590211272239,0.070793,3.0,1.0,22.3529,13.0,0.0583244748413563,2.0,0.1027207039296627,4,False,False,3.0,4.0,5.0,1.0,4.0,5.0,2.0,0.0,1.0,1.0,0.0,7.266301978379491,-13.962957791497114,-17.444437983541487,2,0.0
1181,2015,0.64082,14.0,5.0,5.1515,16.0,0.4699095375835896,12.0,1.3337764516472812,2.29012,15.0,6.0,7.75,21.0,2.1057670712471017,12.0,7.1722145974636105,3,False,False,3.0,3.0,7.0,11.0,5.0,12.0,0.0,2.0,5.0,7.0,1.0,1.8833189649507407,-23.15193468580061,-24.512818417707827,0,0.0
5887,2017,1.23045,15.0,3.0,15.3077,13.0,1.0831720158457752,10.0,5.316955342888831,1.61081,10.0,10.0,8.0,11.0,0.7327747419476507,5.0,4.033771272748707,0,False,False,2.0,0.0,6.0,8.0,9.0,8.0,3.0,1.0,3.0,5.0,0.0,3.826316494122149,-19.687758022476984,-19.839992064003173,1,0.0
9850,2019,0.897655,9.0,10.0,11.2308,8.0,0.3446978032588952,6.0,2.3298679031431675,0.830636,11.0,2.0,28.5,12.0,0.6635273490101101,7.0,2.0223092976957555,2,True,True,0.0,2.0,4.0,4.0,9.0,8.0,3.0,4.0,1.0,2.0,1.0,1.5927167318761337,-20.786723859105507,-23.43902153182664,2,0.0
8026,2018,2.06277,22.0,4.0,5.1818,14.0,1.8557152897119515,16.0,5.3429160192608816,0.624983,5.0,2.0,10.6333,19.0,0.5254077110439548,4.0,1.638533364981413,3,False,False,2.0,3.0,6.0,5.0,11.0,1.0,7.0,0.0,2.0,1.0,0.0,2.5403767645359028,-23.50225206272632,-23.441855013522087,1,0.0
4335,2014,1.52745,21.0,4.0,10.6957,10.0,1.3244221229106194,19.0,8.186232328414919,2.17899,12.0,5.0,9.4231,15.0,1.619641795754433,9.0,8.278767239302393,1,True,False,2.0,1.0,9.0,7.0,11.0,8.0,5.0,2.0,6.0,3.0,0.0,2.436876526847482,-15.848742868686875,-17.975607563950298,0,0.0
5960,2017,1.18528,12.0,5.0,6.25,21.0,1.054610799998045,7.0,5.950905901379886,0.463087,9.0,5.0,14.35,10.0,0.3947448953986169,7.0,2.34922292083502,0,False,False,2.0,0.0,6.0,6.0,8.0,9.0,5.0,2.0,3.0,2.0,0.0,8.198515812307592,-16.76922431952911,-17.84614698225116,0,0.0
5068,2014,0.402099,14.0,3.0,11.1304,12.0,0.2104074545204644,7.0,0.862644223496318,2.04008,16.0,12.0,7.0,14.0,1.3944406528025866,12.0,7.811492569744589,2,False,False,4.0,2.0,5.0,6.0,0.0,7.0,3.0,2.0,3.0,3.0,1.0,2.1786384355276818,-13.361699284744832,-15.063826582164555,0,0.0
10444,2019,1.29988,11.0,5.0,10.0385,14.0,0.48341064620763025,7.0,2.104055061936378,0.137662,3.0,1.0,14.2174,17.0,0.0898352079093456,2.0,0.4464707337319851,1,False,False,1.0,1.0,5.0,1.0,10.0,5.0,1.0,1.0,2.0,1.0,0.0,2.3499074531719093,-18.08833596321387,-19.844442239506417,2,0.0
