,season,home_xGoals,home_shots,home_deep,home_ppda,home_fouls,home_total_xAssists,home_total_key_passes,home_total_xGoalsChain,away_xGoals,away_shots,away_deep,away_ppda,away_fouls,away_total_xAssists,away_total_key_passes,away_total_xGoalsChain,away_total_yellow_cards,home_redCards_binary,away_redCards_binary,home_yellowCards_cat,away_yellowCards_cat,home_shotsOnTarget_cat,away_shotsOnTarget_cat,home_corners_cat,away_corners_cat,home_total_blocked_shots_cat,away_total_blocked_shots_cat,home_total_saved_shots_cat,away_total_saved_shots_cat,time_category,away_rolling_xchain,home_discipline_score_avg,away_discipline_score_avg,gameresult
638,2015,0.52033,7.0,3.0,6.5,16.0,0.4517472647130491,5.0,1.3132169209420683,1.39821,7.0,1.0,11.25,25.0,0.3279305696487429,3.0,0.69156751036644,2,True,True,1,2,1,3,5,4,3,2,0,1,Night,3.294799997285009,-21.54981441375772,-24.674996915625385,0
1977,2015,1.39029,10.0,3.0,9.9375,13.0,0.7764554116874938,6.0,2.298101969063283,0.318664,6.0,3.0,7.3214,14.0,0.2599501796066769,5.0,0.5752239562571055,3,False,False,3,3,3,4,3,6,2,0,2,3,Night,3.9666208319365976,-21.567717937303488,-24.6172809114468,1
169,2015,1.50109,8.0,5.0,21.5882,5.0,1.5010899491608138,8.0,6.3600244373083115,0.769378,20.0,10.0,5.7941,16.0,0.6848852299153799,18.0,2.9608834274113183,2,False,False,0,2,5,6,4,8,0,6,3,5,Night,4.3674655191600324,-21.426648223564385,-24.68292381915563,2
170,2015,1.18211,13.0,4.0,10.0909,13.0,0.9266576897352937,7.0,2.620946371927857,1.28961,11.0,8.0,5.8438,16.0,0.7286286000162372,6.0,3.0446921009570365,2,False,False,1,2,3,6,1,12+,2,2,1,6,After Noon,4.077329904958606,-21.3251223535848,-24.59035848308934,2
171,2015,1.21243,7.0,5.0,9.2381,10.0,0.3553404808044435,6.0,3.4272235557436974,0.554583,9.0,6.0,9.8667,13.0,0.4282181747257709,7.0,1.0312441289424894,3,False,False,1,3,2,3,0,7,2,3,1,3,Night,3.994166322052478,-21.33315661032376,-24.642854209184023,2
172,2015,2.40666,15.0,13.0,8.8571,4.0,1.5237755551934247,12.0,4.339049875736236,0.452019,11.0,4.0,10.5,13.0,0.3516294937580824,10.0,0.9775449484586721,2,False,False,1,2,10,3,9,4,2,1,7,3,Night,4.284446143358946,-21.341001825749924,-24.564702992387883,2
173,2015,1.61235,15.0,7.0,7.2273,14.0,0.696936928667128,11.0,3.777540608309208,0.836027,10.0,1.0,8.8846,13.0,0.3511822093278171,6.0,1.1587361209094524,3,False,False,3,3,8,4,9,6,3,2,6,3,Night,3.89622128121555,-21.58122270682017,-24.639532018659068,1
174,2015,0.871395,10.0,5.0,5.2647,10.0,0.7599219791591165,8.0,4.199629418551922,0.405181,8.0,4.0,9.7778,13.0,0.32944040931761287,6.0,0.8412070609629161,0,False,False,1,0,4,1,8,9,2,4,4,0,Night,4.0570363383740204,-21.528564980610483,-24.68965233452272,1
175,2015,2.09356,17.0,12.0,8.0455,7.0,1.111811503767967,11.0,3.5922440905123967,1.667,12.0,1.0,9.8929,15.0,0.6444638073444368,6.0,0.7416492979973552,4,False,False,1,4,2,2,9,4,8,5,0,1,Night,3.8431862190365806,-21.46574038569725,-24.613633566632547,1
176,2015,1.37933,26.0,10.0,3.7308,11.0,1.2866656836122274,12.0,3.3966718763113026,0.505167,7.0,5.0,16.4118,8.0,0.4549101740121844,6.0,1.4822409190237524,1,False,False,2,1,5,3,7,6,9+,1,3,3,Night,4.366351938247682,-21.50545116341854,-24.5280871316756,2
177,2015,3.51848,19.0,10.0,5.9655,10.0,1.6229304689913988,14.0,3.819932669401169,1.08103,11.0,2.0,17.25,11.0,0.8894636631011967,8.0,1.2398027144372477,1,False,False,1,1,9,3,5,1,4,0,5,2,Night,4.524775861203672,-21.377612831362594,-24.39999728888919,2
178,2015,1.35711,10.0,1.0,13.1364,16.0,1.232032535597682,7.0,4.555044399574396,1.69923,20.0,13.0,6.1667,12.0,0.9390513133257614,13.0,4.99754828028381,2,False,False,2,2,1,7,1,7,3,8,1,6,Night,3.7614802572876216,-21.36247423048373,-24.48351379302046,0
179,2015,2.4303,14.0,4.0,15.4762,10.0,2.176396120339632,9.0,5.477848596870901,0.83106,8.0,7.0,8.3889,9.0,0.7628309708088632,7.0,4.583898985758423,0,False,False,1,0,5,5,3,4,4,0,1,5,Night,3.683570688217877,-21.336795165552285,-24.45651908081314,2
180,2015,2.1039,22.0,11.0,6.1333,7.0,1.539436565712094,16.0,4.274000825360416,0.456189,7.0,5.0,10.3846,13.0,0.43121582269668546,6.0,1.2389534823596482,0,False,False,0,0,5,2,12+,6,9+,2,3,2,Night,4.03101182207465,-21.408442521659534,-24.40859952595704,2
181,2015,1.13011,9.0,4.0,9.6667,11.0,0.9553474755957723,6.0,3.8612008169293395,0.527248,10.0,2.0,4.6207,13.0,0.441905064508319,7.0,2.200735349208118,2,True,False,4,2,1,3,5,3,4,0,0,1,Night,4.706128139048813,-21.467927169356276,-24.414891019692444,0
182,2015,1.10319,9.0,3.0,9.0417,10.0,0.4380571078509091,5.0,1.64538037404418,0.235874,6.0,0.0,5.6667,21.0,0.1814053850248458,5.0,0.3638527439907194,5,False,False,2,5+,4,3,3,7,1,1,2,3,Night,4.277994694374499,-21.420896361997876,-24.29473428476481,2
183,2015,0.735185,10.0,7.0,9.7895,11.0,0.3249436821788549,7.0,1.3504484128206975,0.169425,5.0,1.0,13.6,16.0,0.047053581103682504,2.0,0.3976476825773716,2,False,False,3,2,2,3,7,4,2,2,2,3,Night,4.5095017036423055,-21.479012018840017,-24.218747477213803,1
184,2015,2.2472,15.0,14.0,10.8,10.0,2.1150366384536032,13.0,9.34284451603889,1.58159,8.0,6.0,9.3667,12.0,0.7023781873285774,5.0,5.46080430224538,1,False,False,2,1,3,5,6,2,6,2,0,1,Night,4.320800413750112,-21.360671700948917,-24.17525523966441,0
185,2015,3.12958,13.0,11.0,11.037,7.0,2.374854564666747,12.0,6.557481020689007,0.343752,10.0,8.0,9.9677,8.0,0.25845779106020933,8.0,0.9983184896409512,0,False,False,2,0,6,3,9,3,2,4,4,3,Night,4.043363544158636,-21.254950571931186,-24.102038356934862,2
186,2015,1.35213,12.0,7.0,5.0625,16.0,1.2936073271557689,10.0,5.813069455325607,0.900029,8.0,0.0,23.1875,6.0,0.8513602633029222,7.0,1.698832292109728,2,False,False,4,2,2,3,5,3,5,0,2,3,Night,2.7409997144713985,-21.323082377453918,-24.191916748291238,1
187,2015,1.79562,13.0,2.0,14.1667,6.0,1.073879230767488,9.0,3.9976472817361324,1.3709,14.0,8.0,6.1842,12.0,1.1277525927871475,9.0,4.306462902575731,3,False,False,1,3,5,3,4,7,2,3,2,3,Night,3.443525735288857,-21.279851558002463,-24.169997583000242,2
188,2015,0.810377,11.0,4.0,11.5,11.0,0.6839052643626918,9.0,2.4926317743957047,1.66777,21.0,13.0,4.6429,8.0,1.4563140347599988,15.0,2.9768293425440775,3,False,False,1,3,4,5,1,12+,0,7,4,5,Night,3.392788536846637,-21.207773826940826,-24.207918395255604,1
1477,2015,3.42264,23.0,5.0,15.2353,12.0,1.7312900908291353,16.0,7.440999243408445,0.580977,13.0,6.0,14.5,9.0,0.4137689955532551,9.0,1.7360074967145918,4,False,False,1,4,11+,2,12+,2,3,3,8+,1,Night,3.4339302219450465,-21.088089781547687,-24.196076059208227,2
1478,2015,0.167376,7.0,0.0,6.2069,20.0,0.10527046956121919,4.0,0.2307382375001907,1.04316,10.0,8.0,4.9655,12.0,0.8889096230268488,8.0,2.350090868771077,5,False,False,5+,5+,1,6,6,5,1,2,1,5,Night,3.6404324725270265,-21.13577822564058,-24.155337460646848,0
1479,2015,0.372305,10.0,2.0,4.6333,12.0,0.2631481941789389,7.0,0.951763935387134,2.20164,17.0,10.0,6.0256,15.0,2.1861258745193473,16.0,5.357612758874893,3,False,False,3,3,3,6,3,8,2,5,3,5,Night,4.12327081747353,-21.076780363759212,-24.26922843565111,0
1480,2015,2.87616,15.0,7.0,9.6786,15.0,1.9121095091104507,12.0,7.606046121567489,0.633616,12.0,5.0,7.8571,16.0,0.4194840863347055,8.0,2.0576884075999256,3,False,False,3,3,10,1,6,6,0,6,8+,1,Night,3.0873028684407466,-21.018906270568564,-24.266664355555776,2
1481,2015,1.17554,15.0,6.0,2.9091,16.0,0.708782272413373,8.0,2.8365898616611958,0.399746,6.0,7.0,7.4783,17.0,0.33260327763855513,5.0,1.2861330639570963,3,False,False,3,3,5,0,5,7,3,1,2,0,Night,3.493235731869936,-20.9338222571749,-24.188676963332362,2
1482,2015,0.742286,15.0,6.0,8.0,9.0,0.376677511259914,8.0,1.6874363422393819,0.584931,10.0,4.0,7.0,8.0,0.4834902575239538,7.0,1.6204693056643014,1,False,False,3,1,5,3,9,2,4,2,5,3,Night,4.303561589866876,-20.9344407406949,-24.140184659795825,1
1483,2015,1.4381606323040954,16.0,16.0,5.1563,16.0,0.9985788151419758,10.0,12.909103281795973,0.457226,11.0,3.0,11.5517,20.0,0.3445918224751952,9.0,0.701914829201997,3,False,False,1,3,7,4,2,3,3,1,5,4,Night,4.082401475310325,-20.972084804425126,-24.11110887860103,2
1484,2015,0.414056,7.0,7.0,5.0714,11.0,0.3690397217869763,6.0,1.4642224572598932,1.09564,13.0,6.0,11.3548,11.0,1.014462737366557,9.0,2.6981465928256525,4,False,False,3,4,3,5,3,3,2,2,4,4,Night,3.733358949236572,-20.889772107348996,-24.119263842269373,0
189,2015,0.481551,8.0,5.0,11.0526,8.0,0.2371700694784526,6.0,0.851923185400665,1.80743,17.0,11.0,7.6316,16.0,1.5824481025338173,14.0,6.50747725553811,3,False,False,1,3,3,6,6,4,2,4,3,5,Night,4.564831049926579,-20.954410536860514,-24.17272507520681,0
1485,2015,1.28726,7.0,7.0,8.4091,5.0,0.5439799763262274,6.0,2.694152850657701,0.688245,12.0,3.0,9.5172,21.0,0.538561629131436,6.0,1.6776080038398509,5,False,True,2,5+,4,5,4,4,1,4,1,4,Night,3.9612228402867915,-20.918785219918103,-24.13513296079883,2
1486,2015,0.420594,9.0,2.0,6.4063,21.0,0.1507437415421006,4.0,0.9619832457974541,0.339183,6.0,6.0,9.08,19.0,0.3275732323527339,5.0,1.2329852357506743,3,False,False,1,3,3,2,3,6,1,1,4,2,Night,2.839241872541606,-20.95522463434389,-24.080354992825445,2
190,2015,2.06737,18.0,3.0,11.6316,11.0,1.1781377866864213,13.0,4.717850461602217,1.86591,23.0,11.0,5.4545,8.0,1.7642374373972394,8.173527295979538,2.465574938803911,1,False,False,1,1,10,2,3,9,3,9+,8+,1,After Noon,2.538226187787949,-20.973319989960725,-23.982298762628428,2
191,2015,1.72318,17.0,9.0,10.5,7.0,0.8339306516572829,12.0,1.4871206618845465,0.917526,10.0,7.0,8.8235,15.0,0.9175264211371548,10.0,3.5545203508809213,1,False,True,1,1,5,3,4,6,6,5,3,2,Night,2.7134050555527205,-20.91215052173032,-23.921050533241182,2
192,2015,1.93025,15.0,18.0,7.5135,10.0,1.9302543830126524,15.0,5.137356147170069,1.15339,15.0,4.0,12.4286,9.0,0.9255127832293508,11.0,3.0304078795015816,2,False,False,2,2,3,6,7,4,2,4,2,6,Night,2.714773187041282,-21.02595789860159,-23.85217183894158,2
193,2015,2.28506,16.0,5.0,10.1923,9.0,0.8658382631838323,11.0,2.333114122971894,1.2593,9.0,3.0,11.0952,5.0,1.2114922087639561,7.0,4.683353856205939,1,False,True,1,1,2,0,7,1,2,5,2,0,Night,2.4259880094788957,-21.12918239057705,-23.784480708234423,1
194,2015,1.74266,19.0,10.0,10.0,14.0,1.3583532907068725,14.0,5.535032287240028,0.542907,9.0,3.0,13.8889,10.0,0.4236948713660237,7.0,1.828453768044709,1,False,False,2,1,6,4,4,2,8,2,4,3,Night,2.9426835338585065,-21.145172283308025,-23.786322753305747,2
195,2015,1.50509,10.0,4.0,22.1818,9.0,0.6891881264746187,6.0,4.15939474850893,0.932294,10.0,10.0,8.8889,7.0,0.789462897926569,9.0,1.3295644260942943,0,False,True,1,0,1,4,4,9,2,1,0,4,Night,3.8876905272714786,-21.118518283165923,-23.779659001723815,2
196,2015,0.761225,13.0,6.0,11.1739,8.0,0.698899649083615,12.0,2.248812071979046,0.27956,8.0,1.0,9.6364,13.0,0.24242389388382451,7.0,0.981956584379078,4,False,False,3,4,5,3,3,3,3,0,3,2,Night,3.3498313869349645,-21.15113577384373,-23.70588036085039,2
1487,2015,0.138495,4.0,5.0,6.5957,22.0,0.1256019957363605,3.0,0.3046730570495128,1.00394,10.0,4.824997960349188,2.5455,10.0,0.8170402087271211,7.0,5.56351527571678,3,False,False,5+,3,1,2,6,10,1,3,1,2,Night,2.8873619581572703,-21.18320963972221,-23.683331359722388,1
197,2015,0.985368,12.0,5.0,6.8276,6.0,0.421005776152015,6.0,2.873794818297027,0.692054,16.0,9.0,7.875,10.0,0.5999415237456558,15.0,1.5664358008652912,0,False,False,1,0,4,5,4,5,2,4,3,4,Night,3.185207750648259,-21.206488896974154,-23.702477379960545,0
1488,2015,1.06627,16.0,9.0,5.9189,12.0,0.9429063946008688,13.0,3.082398787140845,0.460313,9.0,6.0,7.9259,14.0,0.2224374059587714,4.0,0.7655524890869857,4,False,False,0,4,2,1,12+,1,4,2,1,1,Night,2.6920435346662988,-21.196599644530863,-23.762293134238266,2
1489,2015,3.03854,14.0,7.0,6.8788,22.0,1.947152610868216,12.0,3.2433428987860697,1.0569,8.0,3.0,7.125,11.0,1.0155188180506225,7.0,3.054879708215595,2,False,True,4,2,4,1,5,2,2,2,2,1,Night,4.735086550563574,-21.24378175740605,-23.642274500628087,2
1490,2015,0.924233,14.0,1.0,7.4286,15.0,0.7911495878361168,10.0,1.6189623638056219,1.31907,15.0,3.0,4.2963,11.0,1.0716909896582365,11.0,0.7720879595726726,3,False,False,3,3,5,7,7,7,4,3,3,5,After Noon,6.409686110168693,-21.2498802911287,-23.661288414412223,1
198,2015,0.546499,8.0,5.0,10.7333,12.0,0.5271748602390284,7.0,1.491099815815687,2.3747,10.0,5.0,8.08,15.0,1.646737322211265,9.0,7.01341824792325,0,False,False,3,0,4,4,5,7,2,5,4,1,After Noon,6.374632898531852,-21.255881248319593,-23.52799811776015,0
1491,2015,1.53245,10.0,4.0,5.7097,16.0,1.5091925766319036,9.0,4.153707258403301,1.49466,6.0,5.0,7.9355,14.0,1.494658946990967,6.0,7.361860021948813,3,False,False,4,3,6,5,6,2,0,0,6,1,Night,6.613416389934718,-21.293532981455808,-23.531744164147288,0
1492,2015,0.766685,9.0,2.0,8.0,17.0,0.1945678796619176,5.0,1.3901940658688543,2.31991,14.0,10.0,6.8333,13.0,1.7968567637726667,13.0,5.872341260313988,1,False,True,2,2,4,6,2,9,1,2,2,5,Night,6.815384342335163,-21.204607531910916,-23.472439096658338,2
199,2015,0.721603,12.0,4.0,20.3529,8.0,0.4323528259992595,7.0,1.8561062682420026,0.75907,19.0,6.0,6.0769,11.0,0.6605068016797302,18.0,2.483834229409693,2,False,False,1,2,3,4,4,4,5,9+,2,3,Night,4.764187707565723,-21.359259023485716,-23.460935667114402,1
1493,2015,1.71133,15.0,3.0,5.431,12.597073719752391,0.4235454574227333,9.0,1.6498631294816746,0.517767,12.0,2.0,6.7407,13.0,0.38164027500897657,9.0,0.6261007171124209,4,False,False,3,4,5,5,5,5,4,3,2,3,Night,3.266209059394896,-21.3487221326476,-23.42635477315079,1
1494,2015,1.15796,11.0,1.0,6.5405,13.0,0.7701583057641989,10.0,1.6211210601031782,1.55208,6.0,2.0,13.5789,11.0,0.8087998237460854,5.0,1.1208089590072627,3,False,False,3,3,4,4,9,3,1,0,3,2,Night,4.112806683406234,-21.307578119407545,-23.476921271006056,0
1495,2015,2.45563,12.0,7.0,8.6765,18.0,1.5132737606763844,8.0,5.611448347568504,1.20246,17.0,11.0,6.925,17.0,0.8260039091110233,11.0,3.3679763451218614,1,False,True,1,1,4,4,4,7,4,6,6,2,Night,4.247475294955073,-21.312863782214688,-23.618318807761923,1
1496,2015,1.85778,17.0,1.0,7.5833,13.0,1.6696370169520363,12.0,3.044530123472218,2.18421,11.0,7.0,5.1,14.0,1.3240183889865869,8.0,2.9917436391115197,3,False,False,3,3,4,2,4,2,4,3,3,0,Night,4.522568347863851,-21.27261481721677,-23.57575578971547,0
639,2015,2.02544,18.0,5.0,4.8378,18.0,1.8054989501833958,13.0,4.07189155369998,1.17866,11.0,3.0,13.0,16.0,0.6701534613966936,7.0,2.4070229679346076,1,False,False,5+,1,10,5,12+,5,4,3,8+,3,Night,0.0,0.0,0.0,0
640,2015,1.91362,18.0,2.0,14.6471,18.0,0.8698067944496872,14.0,2.682057648897172,1.10135,20.0,4.0,4.6296,18.0,0.5880052335560328,16.0,2.067179350182414,3,False,False,3,3,6,6,4,5,2,8,4,5,After Noon,0.0,-23.999760002399974,-10.999890001099988,2
641,2015,1.7967,12.0,3.0,7.8182,12.0,0.8987271618098019,10.0,2.1883316868916163,2.52768,14.0,4.0,15.5,13.0,1.4092303588986397,10.0,7.622289799153805,2,False,False,3,2,6,5,8,2,1,3,3,2,Night,0.0,-27.499862500687495,-22.999885000574995,1
642,2015,0.930207,11.0,6.0,7.4444,12.597073719752391,0.3708480130881075,9.0,1.5609472021460533,1.39737,11.0,6.0,4.3243,16.0,1.2858158294111486,10.0,5.569319140166044,3,False,False,3,3,3,5,4,3,3,0,2,2,Night,0.0,-26.333245555848148,-21.333262222459258,0
643,2015,2.31584,13.48485575001998,16.0,4.6522,14.0,2.0840007551014432,22.0,10.154133498668664,0.181481,5.0,3.0,10.1724,21.0,0.16241584904491901,3.0,0.117612306959927,2,True,False,1,2,3,2,8,1,9+,1,2,0,Night,0.0,-22.499943750140627,-21.9999450001375,1
644,2015,1.4656,15.0,6.0,7.8667,17.0,1.2292996775358918,11.0,2.7979796454310426,0.268673,7.0,3.0,16.5,11.0,0.2057549580931664,5.0,0.3994921073317528,2,False,False,3,2,6,1,9,3,2,2,3,1,Night,1.1048404408618813,-20.799958400083202,-20.5999588000824,2
645,2015,0.445881,15.0,1.0,4.5172,12.0,0.3796538636088366,11.0,0.7358590085059413,0.194449,5.0,2.0,8.375,9.0,0.08627546951174739,3.0,0.2961339559406042,1,False,False,2,1,0,2,9,7,4,1,0,2,Night,1.8513968881219625,-21.932809065276956,-19.333301111164815,1
646,2015,1.77385,17.0,7.0,6.8,16.0,0.959788288921118,11.0,5.958782223984595,1.25169,7.0,4.0,10.4643,12.0,1.251690849661827,7.0,4.6139373145997515,5,False,False,5+,5+,4,3,10,0,7,1,4,2,Night,1.7341896049678325,-24.085261838162,-18.428545102078427,0
647,2015,0.506892,16.0,6.0,6.8462,9.0,0.2328592604026199,9.0,1.2333182096481323,1.13955,14.0,2.0,12.7273,10.0,0.98866292508319,11.0,5.596575099043546,2,False,False,2,2,4,3,8,5,2,4,4,2,Night,1.7699883060529829,-24.199603965464092,-20.499974375032032,0
648,2015,1.36081,17.0,10.0,13.8571,12.0,1.250987080857158,14.0,4.1629634499549875,1.05846,9.0,3.0,14.72,21.0,0.27479987032711517,6.0,0.6335239931941035,4,False,False,2,4,8,4,7,5,1,1,6,3,Night,2.554263443686068,-24.066314784067174,-21.22219864200151,2
1978,2015,2.58941,14.0,13.0,6.4583,10.0,2.362324632704258,11.0,4.585593029856682,0.227448,5.0,2.0,29.0,18.0,0.1476502288132907,4.0,0.42913113534450553,3,False,False,1,3,3,0,8,0,7,1,1,0,Night,3.448385073058307,-24.259683112292127,-21.1999788000212,2
649,2015,1.49909,13.0,4.0,8.3429,17.0,1.3241075063124306,11.0,3.1233644494786867,0.326424,10.0,1.0,9.0588,10.0,0.22984052915126071,8.0,0.1072113886475562,1,False,False,1,1,6,5,6,5,3,3,4,4,Night,3.2315727582201363,-24.690620619413295,-22.636343057869947,2
1497,2015,1.4381606323040954,17.0,6.142375331245483,4.8235,14.0,0.9985788151419758,13.0,20.41587698459625,0.325061,8.0,2.0,12.6923,19.0,0.1580841708928347,5.0,0.3670259006321432,4,False,False,1,4,8,4,7,0,1,1,4,4,Night,4.156780423596501,-24.466402421310683,-21.916648402792998,2
1979,2015,1.57896,22.0,10.0,5.3438,16.0,1.444477701559662,19.0,5.18741373717785,0.281148,9.0,0.0,13.8529,20.0,0.2393979243934154,7.0,0.5140401292592282,1,False,False,1,1,8,3,4,1,5,1,4,2,Night,5.017720034904778,-24.045910250819226,-21.384598934923897,2
650,2015,0.733022,17.0,1.0,4.3333,15.0,0.4786580167710783,13.0,2.3830909393727797,1.61272,10.0,6.0,13.1333,23.0,1.4034739360213286,9.0,5.095862150192259,4,False,False,3,4,7,6,6,2,7,3,5,2,Night,4.287689791619778,-23.82834538830704,-20.714270918377917,0
1498,2015,1.7013,4.0,5.0,11.25,14.0,0.958148710429668,4.0,4.914780646562577,1.25007,11.0,9.0,8.3667,13.0,0.6409703269600864,6.0,2.2310015559196485,3,False,False,2,3,4,3,6,8,0,2,2,3,Night,2.856044115871191,-23.573122532568473,-22.133318577787616,2
1499,2015,1.28639,9.0,6.0,5.931,19.0,1.2401618044823415,7.0,3.0702567351981984,0.602107,11.0,5.0,5.1765,11.0,0.5001199152320623,9.0,1.932868108153343,3,False,False,1,3,3,2,8,4,2,3,2,2,Night,2.226985799521208,-23.7248022794831,-21.68748644532097,2
1980,2015,1.67221,12.0,7.0,8.9,13.0,1.6219402272254233,10.0,7.087371017783884,1.76628,13.0,2.0,11.68,11.0,0.7015845477581016,8.0,3.1315469462424517,1,False,False,2,1,4,3,8,5,2,5,4,2,Night,1.3522109836339955,-23.85863736078699,-21.52939910035347,0
1981,2015,0.663137,8.0,0.0,5.027,18.0,0.6460188906639814,7.0,2.2914415784180164,1.79276,8.0,3.0,6.4242,15.0,1.3905257992446423,5.0,1.5340764168649919,4,True,False,2,4,3,3,2,1,2,2,2,0,Night,0.8066920723766089,-23.58871321292335,-21.444432530870817,0
1982,2015,0.866972,12.0,6.0,6.8286,8.0,0.7650345377624033,10.0,3.2724236007779837,0.998653,6.0,2.0,13.4545,11.0,0.33579495176672947,4.0,2.2471048384904857,1,False,False,0,1,4,2,5,3,2,1,2,1,Night,0.8944913765415551,-23.926149182013717,-21.263146703607,1
1983,2015,1.1889,13.0,1.0,11.8667,6.0,0.9603870958089831,9.0,4.632700521498919,1.04746,16.0,2.0,14.0417,8.0,0.8245969694107769,10.0,1.0390647798776629,2,False,False,0,2,5,3,7,8,3,5,3,3,Night,1.4160203879699114,-23.229842071066585,-21.099989450005275,2
1984,2015,1.85303,11.0,3.0,8.0345,16.0,1.0150544391945,8.0,2.936947965994477,0.452751,10.0,4.0,11.7917,21.0,0.4527514576911924,10.0,2.019439209252596,3,False,False,2,3,4,2,6,1,3,1,2,0,Night,1.4710325514897709,-22.885564041148193,-21.047609024948084,1
1500,2015,3.52924,23.0,14.0,8.6129,9.0,0.9985788151419758,19.0,16.337168157100677,0.989088,18.0,8.0,13.9167,8.0,0.9218667270615701,15.0,1.435742655768991,3,False,False,0,3,9,4,5,9,5,5,4,6,Night,1.7155688308179387,-23.163492822037465,-20.954535929756396,2
651,2015,1.03182,12.0,4.0,15.0625,9.0,0.8419156149029734,9.0,1.8151792772114284,1.19666,17.0,5.0,7.6667,15.0,1.122646143659949,15.0,2.8788788560777903,3,False,False,3,3,5,6,4,8,2,2,4,5,Night,1.5888280291110282,-23.504210377289073,-21.130425595467134,1
1501,2015,0.954929,10.0,4.0,10.0455,16.0,0.939969144761563,9.0,2.236296772956848,0.34525,10.0,3.0,5.1071,15.0,0.24205874092876908,6.0,0.8912858627736567,1,False,False,5+,1,4,4,5,5,1,3,2,4,Night,1.4076330792158847,-22.983201828655588,-21.33332444444815,2
1502,2015,1.53045,7.0,4.0,10.2609,10.0,1.5304513201117516,7.0,5.257688730955122,0.960625,12.0,7.0,8.1875,12.0,0.8022290272638204,8.0,2.075154311954974,2,False,False,4,2,4,2,3,9,1,5,3,2,After Noon,1.4153556739911441,-23.14387369124062,-20.839991664003335,2
652,2015,2.22072,21.0,13.0,4.7241,16.0,1.9128349805250764,15.0,8.394336299970744,2.23726,15.0,5.0,7.4194,19.0,1.2317592427134516,8.0,2.7355144992470746,3,False,False,3,3,6,6,9,7,6,5,6,5,After Noon,2.0947055490687494,-22.94603247151645,-21.07691497041732,0
1985,2015,1.96071,18.0,3.0,8.8182,18.0,1.529091574251652,13.0,3.4277511425316343,1.2147,9.0,4.0,8.8,14.0,0.2610537819564341,5.0,1.4711173549294474,3,False,False,1,3,6,2,6,6,5,3,4,1,After Noon,2.5286158544942747,-23.207290431364743,-21.111103292183966,2
653,2015,0.664628,14.0,6.0,7.1515,14.0,0.6300937598571184,11.0,0.846206780523062,1.29873,13.0,2.0,6.6579,18.0,1.2122148349881166,11.0,6.179699055850499,2,False,False,2,2,0,2,4,5,7,4,0,0,Night,2.4736850870773206,-23.09274438543959,-21.035706772961866,0
654,2015,1.22915,16.0,7.0,4.8421,20.0,0.3644960913807146,11.0,1.4907684735953806,0.344665,8.0,3.0,12.3043,16.0,0.2111293803900483,5.0,0.7878550104796878,2,False,False,2,2,2,2,5,4,4,3,2,1,Night,3.0246385341510185,-22.882649823905318,-21.20688923900371,0
655,2015,1.94161,19.0,2.0,8.2258,21.0,1.6636914927512414,15.0,7.098887708038089,1.23208,11.0,5.0,6.1707,22.0,0.7241492439061405,7.0,1.7023821529000995,6,False,False,3,5+,6,4,7,1,6,1,6,3,Night,3.5412503171712166,-22.986561461804595,-22.066659311113565,0
656,2015,0.317832,9.0,2.0,21.5909,12.0,0.27261447813361894,7.0,1.1195133365690704,2.93173,11.029794712037702,8.0,6.16,10.0,1.3535573482513428,16.0,5.972301140427588,1,False,False,2,1,3,10,3,9,2,9+,2,5,Night,3.376259830407799,-23.14828523344839,-22.193541227889927,0
657,2015,2.97331,13.48485575001998,11.0,4.3636,16.0,2.1550566926598558,22.0,6.9172498881816855,1.12513,9.0,6.0,9.2917,25.0,1.08868484199047,7.0,3.670659199357034,4,False,False,2,4,7,2,10,3,8,3,7,1,Night,3.0035505792126056,-23.081151340882467,-22.093743095705282,0
1503,2015,2.82395,24.0,5.0,6.0,16.0,2.471367761492732,16.0,6.876994624733926,0.838597,10.0,6.0,12.6471,13.0,0.8385969139635561,11.0,0.6677163820713762,4,False,False,3,4,7,3,5,6,9+,1,5,3,Night,3.2638415383175015,-22.836268041123393,-22.333326565658613,2
1986,2015,0.843157,10.0,5.0,9.697,20.0,0.654159985482693,7.0,1.749962147325276,0.362208,9.0,4.0,5.5,21.0,0.2555521912872788,6.0,0.9597812462598085,3,False,False,3,3,3,3,2,6,1,3,2,2,Night,2.8377014221623535,-22.89990719766707,-22.235287577856592,1
1504,2015,2.87714,20.0,8.0,7.0741,13.0,1.5011832527816293,14.0,5.89508438110352,0.263626,7.0,2.0,5.7143,15.0,0.14142454136163018,4.0,0.3765298696234819,2,False,False,3,2,6,4,8,2,5,1,4,3,Night,2.0837192779406903,-22.902766991202355,-22.342850759185495,2
1505,2015,0.391723,5.0,8.0,6.3667,21.0,0.39172334782779256,5.0,1.238634625449777,2.18407,11.0,6.0,11.8214,11.0,1.3535407446324816,6.0,6.077583491802217,4,False,False,5+,4,3,3,2,5,0,2,2,2,Night,2.1076126722618946,-22.711023516931032,-22.499993750001735,1
1506,2015,0.213705,6.0,1.0,4.5833,14.0,0.12486985232681069,4.0,0.7813302427530288,1.07666,10.0,13.0,8.1316,14.0,0.9771552216261616,7.0,5.491876929998399,1,False,False,2,1,1,3,4,4,3,3,1,1,Night,1.862789329886437,-22.50261753225884,-22.5405344485042,0
