gameID,leagueID,season,date,homeTeamID,awayTeamID,homeGoals,awayGoals,homeGoalsHalfTime,awayGoalsHalfTime,home_xGoals,home_shots,home_shotsOnTarget,home_deep,home_ppda,home_fouls,home_corners,home_yellowCards,home_redCards,home_total_assists,home_total_xAssists,home_total_key_passes,home_total_xGoalsChain,home_total_xGoalsBuildup,home_total_yellow_cards,home_total_red_cards,home_total_blocked_shots,home_total_saved_shots,away_xGoals,away_shots,away_shotsOnTarget,away_deep,away_ppda,away_fouls,away_corners,away_yellowCards,away_redCards,away_total_assists,away_total_xAssists,away_total_key_passes,away_total_xGoalsChain,away_total_xGoalsBuildup,away_total_yellow_cards,away_total_red_cards,away_total_blocked_shots,away_total_saved_shots,gameresult
135,1,2015,2015-09-19 18:00:00,85,75,2,2,2,0,1.14717,11,4,2,6.9565,7,3,1.0,0,1,0.685670970007777,8,3.139483010396361,1.6311848964542148,1,0,2.0,2.0,1.22582,12,5,3,6.0,12,4,4.0,0,1,0.4337968528270713,10,1.7389172110706566,0.9517797753214841,4,0,1.0,3.0,D
136,1,2015,2015-09-19 18:00:00,84,72,0,0,0,0,0.864868,12,3,4,8.5769,12,2,2.0,0,0,0.48839291930198653,10,2.0408332813531156,1.021163288503885,2,0,3.0,3.0,1.77458,17,2,12,9.0,11,4,2.0,1,0,1.323390057310461,14,6.087120786309242,4.256562095135449,2,1,9.0,1.0,D
137,1,2015,2015-09-19 20:30:00,88,81,1,2,1,2,2.98465,27,8,15,3.6667,10,16,1.0,0,1,1.9617392159998412,22,11.757380746304992,7.874518077820534,1,0,10.0,7.0,0.995273,6,3,3,23.7692,7,3,2.0,0,2,0.983790708705783,5,1.0100142061710355,0.49505765922367556,2,0,0.0,1.0,A
138,1,2015,2015-09-20 16:30:00,82,78,1,0,0,0,1.01573,21,6,10,5.1765,9,6,1.0,0,1,0.8023410569876431,17,2.3974247276783003,1.2531905826181178,1,0,9.0,5.0,0.538439,12,4,5,10.1739,11,5,2.0,0,0,0.31102959252893925,9,0.6332219298928977,0.2939269132912159,2,0,4.0,4.0,H
139,1,2015,2015-09-20 19:00:00,74,89,2,3,1,1,1.83663,15,8,7,17.45,6,5,2.0,0,1,1.5128638036549098,12,7.467827521264543,4.517591498792168,2,0,1.0,6.0,1.65119,10,3,4,12.2353,13,5,0.0,0,0,0.5087943822145458,4,3.7673305273056,2.1545919179916377,0,0,2.0,0.0,A
140,1,2015,2015-09-20 19:00:00,87,79,1,1,0,0,1.90447,23,7,12,8.8636,4,6,1.0,0,1,1.8590703457593922,20,6.657611541450029,3.6338490471243854,1,0,9.0,6.0,0.556271,7,2,3,15.1905,13,2,2.0,0,0,0.463074914179742,6,1.8813547613099206,0.955204988829792,2,0,1.0,1.0,D
141,1,2015,2015-09-26 15:45:00,82,88,4,1,1,1,2.30799,15,8,3,5.2895,17,5,5.0,0,2,1.8831378668546677,10,7.012371987104417,4.386179804801942,5,0,4.0,4.0,1.57842,22,8,17,10.9,6,9,1.0,0,1,1.219355046749116,14,4.590657303109765,2.2906683962792163,1,0,8.0,8.0,H
142,1,2015,2015-09-26 18:00:00,74,84,3,1,1,0,1.55418,17,6,10,11.7037,18,4,3.0,0,1,1.202092114835977,10,2.4266106262803078,1.2306749410927291,3,0,3.0,4.0,1.41962,11,4,4,11.1111,14,3,1.0,0,0,0.2411311157047749,7,1.4868374858051547,0.8402444012463097,1,0,3.0,3.0,H
143,1,2015,2015-09-26 18:00:00,85,73,2,1,1,0,1.94483,8,5,3,10.4286,13,3,1.0,0,2,1.9182817265391345,6,4.7650006413459725,1.621492326259613,1,0,1.0,3.0,0.871678,12,6,8,9.95,11,7,0.0,0,0,0.664943284355104,10,2.8730660397559418,1.6044078208506103,0,0,4.0,5.0,H
144,1,2015,2015-09-26 18:00:00,75,83,2,5,1,2,1.38516,16,7,8,10.3333,9,6,1.0,0,2,1.2931132800877088,14,3.409003937616944,1.182619443163275,1,0,3.0,5.0,3.89623,27,12,17,6.7727,12,5,1.0,0,4,2.972218416631219,23,17.320227399468425,12.271013081073765,1,0,14.0,6.0,A
145,1,2015,2015-09-26 18:00:00,87,71,3,2,1,0,1.78331,21,12,11,7.4138,8,11,0.0,0,3,1.3663172870874403,15,5.999150350689888,3.2832768000662322,0,0,7.0,9.0,0.892054,10,4,2,26.4167,13,1,0.0,0,2,0.7927380576729778,7,5.004601441323758,4.132619991898537,0,0,1.0,2.0,H
146,1,2015,2015-09-26 18:00:00,89,77,3,0,1,0,2.8971,12,7,6,6.4286,12,5,0.0,0,2,2.1895108744502063,8,9.543861865997306,4.9896648488938755,0,0,4.0,4.0,0.832139,9,4,1,22.0,17,2,3.0,0,0,0.8964993385598059,9,0.7833364252001052,0.5157741699367762,3,0,4.0,4.0,H
147,1,2015,2015-09-26 18:00:00,81,79,2,2,1,1,2.60407,19,7,9,9.0,7,7,0.0,0,2,2.438442753627897,16,6.448691222816702,3.068515932187439,0,0,4.0,5.0,1.38603,16,7,3,6.7308,17,5,0.0,0,1,0.9743936285376558,12,4.654585221782327,2.502724787220359,0,0,4.0,5.0,D
148,1,2015,2015-09-26 20:30:00,86,80,2,2,1,0,0.702109,11,5,2,11.125,12,4,1.0,0,2,0.6406894000247116,10,2.1162939481437206,0.8810885250568393,1,0,3.0,3.0,1.30593,16,4,8,4.2,15,6,2.0,0,1,1.1352184116840363,11,3.40919428318739,2.1377626359462742,2,0,4.0,2.0,D
149,1,2015,2015-09-27 19:00:00,90,78,0,1,0,0,0.685939,15,2,9,9.625,17,6,4.0,0,0,0.4840878657996656,10,1.5096335532143699,0.8238405343145125,4,0,4.0,2.0,2.33566,16,3,2,8.7727,22,4,4.0,0,0,1.2710965154692533,8,3.660552608780563,1.877333383075893,4,0,5.0,2.0,A
150,1,2015,2015-09-28 23:00:00,76,72,2,3,1,0,1.27511,9,4,6,11.0,9,6,0.0,0,2,1.176982867531479,7,1.5278453025966885,0.42236123513430357,0,0,1.0,2.0,2.30159,12,4,5,9.6,8,4,3.0,0,3,2.202362831681969,9,11.965261092409495,8.462108898907907,3,0,3.0,1.0,A
151,1,2015,2015-10-03 15:45:00,78,76,2,0,0,0,1.99083,21,8,3,4.2,14,8,3.0,0,1,1.005558812990784,12,1.6351233869791026,0.8466455750167372,3,0,6.0,6.0,0.255528,7,2,1,10.5238,13,3,3.0,0,0,0.12376704160124061,4,0.3698972966521978,0.1529225036501884,3,0,2.0,2.0,H
