gameID,leagueID,season,date,homeTeamID,awayTeamID,homeGoals,awayGoals,homeGoalsHalfTime,awayGoalsHalfTime,home_season,home_date,home_location,home_goals,home_xGoals,home_shots,home_shotsOnTarget,home_deep,home_ppda,home_fouls,home_corners,home_yellowCards,home_redCards,home_result,away_season,away_date,away_location,away_goals,away_xGoals,away_shots,away_shotsOnTarget,away_deep,away_ppda,away_fouls,away_corners,away_yellowCards,away_redCards,away_result,gameresult
142,1,2015,2015-09-26 18:00:00,74,84,3,1,1,0,2015,2015-09-26 18:00:00,h,3,1.55418,17,6,10,11.7037,18,4,3.0,0,W,2015,2015-09-26 18:00:00,a,1,1.41962,11,4,4,11.1111,14,3,1.0,0,L,H
143,1,2015,2015-09-26 18:00:00,85,73,2,1,1,0,2015,2015-09-26 18:00:00,h,2,1.94483,8,5,3,10.4286,13,3,1.0,0,W,2015,2015-09-26 18:00:00,a,1,0.871678,12,6,8,9.95,11,7,0.0,0,L,H
144,1,2015,2015-09-26 18:00:00,75,83,2,5,1,2,2015,2015-09-26 18:00:00,h,2,1.38516,16,7,8,10.3333,9,6,1.0,0,L,2015,2015-09-26 18:00:00,a,5,3.89623,27,12,17,6.7727,12,5,1.0,0,W,A
145,1,2015,2015-09-26 18:00:00,87,71,3,2,1,0,2015,2015-09-26 18:00:00,h,3,1.78331,21,12,11,7.4138,8,11,0.0,0,W,2015,2015-09-26 18:00:00,a,2,0.892054,10,4,2,26.4167,13,1,0.0,0,L,H
146,1,2015,2015-09-26 18:00:00,89,77,3,0,1,0,2015,2015-09-26 18:00:00,h,3,2.8971,12,7,6,6.4286,12,5,0.0,0,W,2015,2015-09-26 18:00:00,a,0,0.832139,9,4,1,22.0,17,2,3.0,0,L,H
147,1,2015,2015-09-26 18:00:00,81,79,2,2,1,1,2015,2015-09-26 18:00:00,h,2,2.60407,19,7,9,9.0,7,7,0.0,0,D,2015,2015-09-26 18:00:00,a,2,1.38603,16,7,3,6.7308,17,5,0.0,0,D,D
148,1,2015,2015-09-26 20:30:00,86,80,2,2,1,0,2015,2015-09-26 20:30:00,h,2,0.702109,11,5,2,11.125,12,4,1.0,0,D,2015,2015-09-26 20:30:00,a,2,1.30593,16,4,8,4.2,15,6,2.0,0,D,D
149,1,2015,2015-09-27 19:00:00,90,78,0,1,0,0,2015,2015-09-27 19:00:00,h,0,0.685939,15,2,9,9.625,17,6,4.0,0,L,2015,2015-09-27 19:00:00,a,1,2.33566,16,3,2,8.7727,22,4,4.0,0,W,A
150,1,2015,2015-09-28 23:00:00,76,72,2,3,1,0,2015,2015-09-28 23:00:00,h,2,1.27511,9,4,6,11.0,9,6,0.0,0,L,2015,2015-09-28 23:00:00,a,3,2.30159,12,4,5,9.6,8,4,3.0,0,W,A
151,1,2015,2015-10-03 15:45:00,78,76,2,0,0,0,2015,2015-10-03 15:45:00,h,2,1.99083,21,8,3,4.2,14,8,3.0,0,W,2015,2015-10-03 15:45:00,a,0,0.255528,7,2,1,10.5238,13,3,3.0,0,L,H
152,1,2015,2015-10-03 18:00:00,71,85,0,1,0,0,2015,2015-10-03 18:00:00,h,0,0.839028,13,2,7,7.6333,12,9,1.0,0,L,2015,2015-10-03 18:00:00,a,1,1.03499,12,5,3,8.3226,12,5,0.0,0,W,A
153,1,2015,2015-10-03 18:00:00,73,90,1,1,1,1,2015,2015-10-03 18:00:00,h,1,1.50268,12,6,1,11.9444,8,5,1.0,0,D,2015,2015-10-03 18:00:00,a,1,0.913291,11,2,3,9.8846,13,3,1.0,0,D,D
154,1,2015,2015-10-03 18:00:00,88,86,6,1,1,1,2015,2015-10-03 18:00:00,h,6,3.3346,23,11,14,5.4848,13,6,3.0,0,W,2015,2015-10-03 18:00:00,a,1,0.980279,6,4,3,22.5455,8,3,1.0,0,L,H
155,1,2015,2015-10-03 18:00:00,79,75,1,2,0,1,2015,2015-10-03 18:00:00,h,1,1.18074,17,2,5,11.5556,4,16,0.0,0,L,2015,2015-10-03 18:00:00,a,2,3.00282,16,5,5,10.2174,4,8,1.0,0,W,A
156,1,2015,2015-10-03 18:00:00,77,81,2,2,2,1,2015,2015-10-03 18:00:00,h,2,1.08401,12,3,3,13.0,14,1,2.0,1,D,2015,2015-10-03 18:00:00,a,2,1.93656,20,6,7,9.381,11,8,4.0,0,D,D
157,1,2015,2015-10-03 20:30:00,80,74,1,3,1,1,2015,2015-10-03 20:30:00,h,1,0.520175,10,3,5,8.7273,14,4,2.0,0,L,2015,2015-10-03 20:30:00,a,3,1.58246,13,5,5,14.2,14,6,5.0,0,W,A
158,1,2015,2015-10-04 16:30:00,72,87,1,1,1,1,2015,2015-10-04 16:30:00,h,1,1.20063,14,4,4,12.8235,10,5,3.0,0,D,2015,2015-10-04 16:30:00,a,1,1.30844,13,4,12,6.2759,19,11,3.0,0,D,D
159,1,2015,2015-10-04 19:00:00,84,82,2,2,2,1,2015,2015-10-04 19:00:00,h,2,0.774806,11,2,3,13.8571,8,5,1.0,0,D,2015,2015-10-04 19:00:00,a,2,1.18142,19,11,4,7.6774,19,6,4.0,0,D,D
160,1,2015,2015-10-04 19:00:00,83,89,3,0,3,0,2015,2015-10-04 19:00:00,h,3,2.16952,12,5,12,21.5333,8,3,1.0,0,W,2015,2015-10-04 19:00:00,a,0,1.03953,9,5,6,5.775,17,6,3.0,0,L,H
161,1,2015,2015-10-17 15:45:00,82,87,0,0,0,0,2015,2015-10-17 15:45:00,h,0,0.586228,13,4,4,5.6053,15,8,1.0,0,D,2015,2015-10-17 15:45:00,a,0,0.715892,12,3,3,8.1852,11,6,2.0,0,D,D
162,1,2015,2015-10-17 18:00:00,74,75,2,2,2,0,2015,2015-10-17 18:00:00,h,2,1.46668,13,6,5,9.0625,16,6,2.0,0,D,2015,2015-10-17 18:00:00,a,2,2.78648,27,7,8,6.625,10,7,0.0,0,D,D
163,1,2015,2015-10-17 18:00:00,76,77,1,0,0,0,2015,2015-10-17 18:00:00,h,1,2.07781,9,2,2,9.4211,12,1,2.0,0,W,2015,2015-10-17 18:00:00,a,0,0.658473,9,2,5,9.1739,13,5,2.0,0,L,H
164,1,2015,2015-10-17 18:00:00,80,71,2,0,1,0,2015,2015-10-17 18:00:00,h,2,1.22875,9,3,6,5.4091,22,4,1.0,0,W,2015,2015-10-17 18:00:00,a,0,0.795846,10,1,2,9.7619,17,4,3.0,0,L,H
165,1,2015,2015-10-17 18:00:00,78,81,1,3,1,1,2015,2015-10-17 18:00:00,h,1,1.08391,6,1,9,12.55,9,1,1.0,1,L,2015,2015-10-17 18:00:00,a,3,2.76356,24,4,15,7.1739,11,9,3.0,0,W,A
166,1,2015,2015-10-17 18:00:00,72,89,0,3,0,2,2015,2015-10-17 18:00:00,h,0,0.653457,12,3,5,10.7407,12,5,2.0,0,L,2015,2015-10-17 18:00:00,a,3,1.47853,10,7,6,11.8261,14,3,2.0,0,W,A
167,1,2015,2015-10-17 18:00:00,88,73,5,1,4,1,2015,2015-10-17 18:00:00,h,5,4.71274,16,11,12,14.3158,11,1,2.0,0,W,2015,2015-10-17 18:00:00,a,1,0.173025,5,1,4,14.8095,5,7,1.0,0,L,H
168,1,2015,2015-10-17 20:30:00,90,83,0,3,0,0,2015,2015-10-17 20:30:00,h,0,0.254791,8,1,7,9.3846,11,3,2.0,0,L,2015,2015-10-17 20:30:00,a,3,2.69046,17,6,16,6.3043,12,9,1.0,0,W,A
169,1,2015,2015-10-18 19:00:00,86,79,6,2,3,2,2015,2015-10-18 19:00:00,h,6,2.24896,11,6,8,12.5263,10,3,1.0,0,W,2015,2015-10-18 19:00:00,a,2,1.34395,18,6,4,7.3846,10,7,1.0,0,L,H
170,1,2015,2015-10-19 23:00:00,84,85,0,1,0,1,2015,2015-10-19 23:00:00,h,0,0.485489,14,2,5,16.2778,6,1,2.0,0,L,2015,2015-10-19 23:00:00,a,1,1.64894,9,2,6,16.5455,14,2,2.0,0,W,A
171,1,2015,2015-10-24 18:00:00,71,84,1,2,0,0,2015,2015-10-24 18:00:00,h,1,1.09516,9,3,4,10.36,10,4,2.0,0,L,2015,2015-10-24 18:00:00,a,2,1.74353,10,4,4,6.7308,8,6,3.0,0,W,A
172,1,2015,2015-10-24 18:00:00,75,78,1,0,0,0,2015,2015-10-24 18:00:00,h,1,1.33502,12,3,2,13.5263,7,3,3.0,0,W,2015,2015-10-24 18:00:00,a,0,0.240008,9,4,5,11.6364,11,2,1.0,0,L,H
173,1,2015,2015-10-24 18:00:00,81,80,2,1,1,0,2015,2015-10-24 18:00:00,h,2,0.77284,12,5,3,9.3929,10,7,1.0,0,W,2015,2015-10-24 18:00:00,a,1,1.1356,9,4,4,7.7308,12,4,5.0,1,L,H
174,1,2015,2015-10-24 18:00:00,79,76,0,1,0,0,2015,2015-10-24 18:00:00,h,0,1.03228,16,3,6,7.6111,11,13,1.0,0,L,2015,2015-10-24 18:00:00,a,1,1.45436,7,4,3,13.5882,6,3,2.0,0,W,A
175,1,2015,2015-10-24 18:00:00,85,90,0,2,0,1,2015,2015-10-24 18:00:00,h,0,0.848432,11,0,5,8.1429,10,11,3.0,0,L,2015,2015-10-24 18:00:00,a,2,1.0403,13,3,4,13.087,18,5,1.0,0,W,A
176,1,2015,2015-10-24 20:30:00,83,72,2,1,2,1,2015,2015-10-24 20:30:00,h,2,2.55754,20,5,19,6.2973,11,7,2.0,0,W,2015,2015-10-24 20:30:00,a,1,0.373025,10,5,1,8.0,14,5,0.0,1,L,H
177,1,2015,2015-10-25 16:00:00,77,86,3,0,1,0,2015,2015-10-25 16:00:00,h,3,2.37969,9,3,5,12.35,12,1,0.0,0,W,2015,2015-10-25 16:00:00,a,0,1.41744,21,8,7,8.9375,10,10,2.0,1,L,H
178,1,2015,2015-10-25 18:05:00,73,82,1,5,1,3,2015,2015-10-25 18:05:00,h,1,0.490581,11,3,5,12.3478,8,4,0.0,0,L,2015,2015-10-25 18:05:00,a,5,3.43313,14,9,5,5.5135,15,5,1.0,0,W,A
179,1,2015,2015-10-25 18:05:00,89,88,0,0,0,0,2015,2015-10-25 18:05:00,h,0,0.391754,6,1,5,7.0,17,6,2.0,0,D,2015,2015-10-25 18:05:00,a,0,0.310718,6,1,6,10.8333,13,4,2.0,0,D,D
180,1,2015,2015-10-25 20:15:00,87,74,1,1,0,0,2015,2015-10-25 20:15:00,h,1,0.682823,15,2,11,10.8824,8,10,1.0,0,D,2015,2015-10-25 20:15:00,a,1,1.56383,8,3,9,9.027,11,7,0.0,1,D,D
181,1,2015,2015-10-31 16:45:00,80,87,1,3,1,1,2015,2015-10-31 16:45:00,h,1,0.735762,8,2,2,8.4211,9,1,1.0,0,L,2015,2015-10-31 16:45:00,a,3,0.839342,16,7,12,6.0541,21,7,4.0,0,W,A
182,1,2015,2015-10-31 19:00:00,78,89,0,0,0,0,2015,2015-10-31 19:00:00,h,0,0.939118,10,5,5,9.5769,12,7,3.0,0,D,2015,2015-10-31 19:00:00,a,0,0.394404,5,1,8,7.4286,15,3,3.0,0,D,D
183,1,2015,2015-10-31 19:00:00,88,79,2,1,0,0,2015,2015-10-31 19:00:00,h,2,2.83557,21,5,12,10.0,4,12,2.0,0,W,2015,2015-10-31 19:00:00,a,1,1.17497,5,3,5,28.0,13,4,2.0,1,L,H
184,1,2015,2015-10-31 19:00:00,86,85,0,0,0,0,2015,2015-10-31 19:00:00,h,0,1.26075,15,6,4,15.25,6,11,1.0,0,D,2015,2015-10-31 19:00:00,a,0,1.38017,9,2,2,9.7273,16,4,3.0,0,D,D
